class,filename,path,brightness,R,G,B,R2,G2,B2,valid_pixel_ratio,contrast2,r_bin_0,r_bin_1,r_bin_2,r_bin_3,r_bin_4,g_bin_0,g_bin_1,g_bin_2,g_bin_3,g_bin_4,b_bin_0,b_bin_1,b_bin_2,b_bin_3,b_bin_4
Bombali Ghevda,24.jpg,Dataset_split/train\Bombali Ghevda\24.jpg,247.8787142857143,251.21085714285715,247.3882857142857,241.62428571428572,229.48303167420815,216.23868778280544,194.78506787330318,0.12628571428571428,23.40469128436932,0.0,0.0,0.002863961813842482,0.06778042959427208,0.9293556085918855,0.0,0.0,0.021479713603818614,0.11121718377088305,0.8673031026252983,0.0,0.0042959427207637235,0.10167064439140812,0.22147971360381863,0.6725536992840095
Bombali Ghevda,24_aug0.jpg,Dataset_split/train\Bombali Ghevda\24_aug0.jpg,240.943,245.08142857142857,240.28342857142857,233.4682857142857,209.86178010471204,195.0523560209424,172.44921465968585,0.13642857142857143,40.468201571957444,0.019926799511996746,0.0065067100447336315,0.011386742578283855,0.0711671411142741,0.8910126067507117,0.019926799511996746,0.0065067100447336315,0.028466856445709638,0.11386742578283855,0.8312322082147214,0.019926799511996746,0.015046766978446523,0.09638064253761691,0.23830825538836925,0.6303375355835705
Bombali Ghevda,24_aug1.jpg,Dataset_split/train\Bombali Ghevda\24_aug1.jpg,238.47128571428573,244.89128571428571,237.38142857142856,227.042,217.83029801324503,199.9271523178808,172.36009933774835,0.17257142857142857,30.93441466968625,0.0063327576280944155,0.0020149683362118594,0.010938399539435808,0.06505469199769717,0.9156591824985607,0.0063327576280944155,0.0020149683362118594,0.03540587219343696,0.11600460564191134,0.8402417962003454,0.0063327576280944155,0.018998272884283247,0.10995970063327576,0.2299942429476108,0.6347150259067358
Bombali Ghevda,24_aug2.jpg,Dataset_split/train\Bombali Ghevda\24_aug2.jpg,229.82914285714287,235.94385714285715,228.75757142857142,219.209,205.14039855072463,187.83152173913044,161.20289855072463,0.15771428571428572,40.767603016730774,0.024096385542168676,0.002471424158171146,0.013283904850169911,0.06518381217176399,0.8949644732777263,0.024096385542168676,0.0027803521779425394,0.03830707445165277,0.10750695088044486,0.8273092369477911,0.02440531356194007,0.019462465245597776,0.10349088662341674,0.23509422304603028,0.6175471115230151
Bombali Ghevda,24_aug3.jpg,Dataset_split/train\Bombali Ghevda\24_aug3.jpg,242.42057142857144,247.59942857142858,241.55228571428572,233.20114285714286,218.45157894736843,201.36,175.33157894736843,0.1357142857142857,30.35237802740285,0.009100455022751138,0.0021001050052502626,0.0056002800140007,0.05950297514875744,0.9236961848092404,0.009100455022751138,0.0021001050052502626,0.02695134756737837,0.09555477773888695,0.8662933146657333,0.009100455022751138,0.0112005600280014,0.08470423521176058,0.2551627581379069,0.6398319915995799
Bombali Ghevda,24_aug4.jpg,Dataset_split/train\Bombali Ghevda\24_aug4.jpg,243.48257142857142,248.23457142857143,242.64942857142856,235.18557142857142,219.67320261437908,203.88997821350762,178.27450980392157,0.13114285714285714,30.27566988416128,0.009157509157509158,0.0018315018315018315,0.004395604395604396,0.05934065934065934,0.9252747252747253,0.009157509157509158,0.002197802197802198,0.02271062271062271,0.09377289377289377,0.8721611721611722,0.009157509157509158,0.01282051282051282,0.08095238095238096,0.23663003663003662,0.6604395604395604
Bombali Ghevda,24_aug5.jpg,Dataset_split/train\Bombali Ghevda\24_aug5.jpg,235.3247142857143,239.77442857142856,234.47914285714285,227.87414285714286,204.03121516164995,191.00334448160535,170.71683389074693,0.12814285714285714,42.96696581129167,0.032171581769437,0.006127920337035618,0.008425890463423975,0.047108387590961316,0.9061662198391421,0.032171581769437,0.006127920337035618,0.02297970126388357,0.08387590961317502,0.8548448870164688,0.032171581769437,0.008425890463423975,0.07659900421294523,0.22137112217541172,0.6614324013787821
Bombali Ghevda,25.jpg,Dataset_split/train\Bombali Ghevda\25.jpg,241.56514285714286,247.41714285714286,241.05271428571427,228.78714285714287,208.20752895752895,183.76447876447875,145.20559845559845,0.148,38.07733805653094,0.0,0.002847988608045568,0.04058383766464934,0.09576361694553222,0.8608045567817729,0.0,0.014595941616233536,0.07547169811320754,0.15343538625845496,0.7564969740121039,0.008543965824136704,0.07653969384122464,0.14417942328230687,0.24813100747597008,0.5226059095763617
Bombali Ghevda,25_aug0.jpg,Dataset_split/train\Bombali Ghevda\25_aug0.jpg,218.49885714285713,227.2832857142857,217.70271428571428,199.5512857142857,194.70744336569578,171.00064724919093,133.84789644012946,0.22071428571428572,49.33991618191068,0.020127871181624436,0.008524745441629173,0.04617570447549136,0.08003788775751836,0.8451337911437367,0.020127871181624436,0.02225905754203173,0.07624911200568317,0.1356855316125977,0.745678427658063,0.0326781908595785,0.08311626805588444,0.1349751361591286,0.2244849632962349,0.5247454416291736
Bombali Ghevda,25_aug1.jpg,Dataset_split/train\Bombali Ghevda\25_aug1.jpg,232.4807142857143,242.84357142857144,231.51628571428571,210.263,202.71158854166666,176.359375,132.16536458333334,0.21942857142857142,39.581548671797584,0.0,0.005909389363099146,0.05099584154081856,0.08623331144670607,0.8568614576493763,0.0,0.018384766907419567,0.08732764281024294,0.1420442109870869,0.7522433792952506,0.014882906544101553,0.09476909608229372,0.13788575180564674,0.22368133070693805,0.52878091486102
Bombali Ghevda,25_aug2.jpg,Dataset_split/train\Bombali Ghevda\25_aug2.jpg,219.97171428571428,228.25342857142857,219.2062857142857,202.12928571428571,193.50358680057388,171.23098995695838,135.05021520803444,0.19914285714285715,49.56594648690986,0.02703373015873016,0.006696428571428571,0.04141865079365079,0.06820436507936507,0.8566468253968254,0.02703373015873016,0.019097222222222224,0.06498015873015874,0.11557539682539683,0.7733134920634921,0.036210317460317464,0.07018849206349206,0.1212797619047619,0.22296626984126985,0.5493551587301587
Bombali Ghevda,25_aug3.jpg,Dataset_split/train\Bombali Ghevda\25_aug3.jpg,220.80614285714285,228.83342857142858,219.97142857142856,204.0557142857143,195.08087091757386,171.24650077760498,132.93234836702956,0.18371428571428572,47.7843056313685,0.01976592977893368,0.008322496749024707,0.04369310793237972,0.07074122236671002,0.8574772431729519,0.01976592977893368,0.020546163849154746,0.07048114434330299,0.1305591677503251,0.7586475942782834,0.03537061118335501,0.07308192457737321,0.12457737321196359,0.21742522756827048,0.5495448634590377
Bombali Ghevda,25_aug4.jpg,Dataset_split/train\Bombali Ghevda\25_aug4.jpg,234.60557142857144,244.77928571428572,233.55714285714285,213.22057142857142,206.0378732702112,176.34450109249818,129.48943918426804,0.19614285714285715,37.84670655528369,0.0,0.0027391006619493265,0.047706003195617436,0.07053184204519516,0.879023054097238,0.0,0.014152020086738187,0.0830860534124629,0.1323898653275508,0.7703720611732481,0.015065053640721297,0.0830860534124629,0.15065053640721296,0.2115955261355855,0.5396028304040174
Bombali Ghevda,25_aug5.jpg,Dataset_split/train\Bombali Ghevda\25_aug5.jpg,235.6287142857143,244.41642857142858,234.76542857142857,216.92185714285714,204.97000731528897,178.92611558156548,137.56986100950988,0.19528571428571428,39.17889352633624,0.002278481012658228,0.0027848101265822785,0.04531645569620253,0.08759493670886076,0.8620253164556962,0.002278481012658228,0.014936708860759493,0.08151898734177215,0.13721518987341771,0.7640506329113924,0.014936708860759493,0.08506329113924051,0.1448101265822785,0.23265822784810128,0.5225316455696203
Bombali Ghevda,26.jpg,Dataset_split/train\Bombali Ghevda\26.jpg,241.51242857142856,247.27228571428572,241.09242857142857,228.54585714285713,207.89217557251908,185.3101145038168,144.87786259541986,0.14971428571428572,38.28464428774794,0.0,0.002117896223085069,0.04482880338863396,0.09459936463113307,0.8584539357571479,0.0,0.016590187080833037,0.07236145428873986,0.14472290857747971,0.7663254500529474,0.016237204376985528,0.07165548888104482,0.14084009883515708,0.23755735968937522,0.5337098482174374
Bombali Ghevda,26_aug0.jpg,Dataset_split/train\Bombali Ghevda\26_aug0.jpg,221.7122857142857,230.23142857142858,220.81,203.85185714285714,194.85918513223731,171.5132237312366,133.8470335954253,0.19985714285714284,48.68995366521794,0.02402549644520716,0.007599901936749203,0.032606030889924004,0.07575386124050013,0.8600147094876195,0.02402549644520716,0.016425594508457955,0.06423142927188036,0.13066928168668793,0.7646481980877666,0.03554792841382692,0.06521206177984801,0.14709487619514586,0.20372640353027702,0.5484187300809021
Bombali Ghevda,26_aug1.jpg,Dataset_split/train\Bombali Ghevda\26_aug1.jpg,201.9492857142857,208.72414285714285,201.40014285714287,186.95228571428572,188.33216045038705,168.67065446868403,136.4109781843772,0.203,57.38826681309873,0.041294642857142856,0.010881696428571428,0.05078125,0.09095982142857142,0.8060825892857143,0.041294642857142856,0.021763392857142856,0.07952008928571429,0.13783482142857142,0.7195870535714286,0.04966517857142857,0.08258928571428571,0.14174107142857142,0.2109375,0.5150669642857143
Bombali Ghevda,26_aug2.jpg,Dataset_split/train\Bombali Ghevda\26_aug2.jpg,198.43885714285713,204.46757142857143,197.91885714285715,185.29342857142856,180.9289067739772,163.48155600268277,134.38631790744466,0.213,64.47228672286354,0.06233062330623306,0.012646793134598013,0.045167118337850046,0.09906654622101776,0.7807889190003011,0.06233062330623306,0.023788015657934355,0.07678410117434507,0.13670581150255948,0.7003914483589281,0.06955736224028906,0.08521529659741042,0.12917795844625113,0.21770551038843722,0.4983438723276122
Bombali Ghevda,26_aug3.jpg,Dataset_split/train\Bombali Ghevda\26_aug3.jpg,230.10842857142856,238.66771428571428,229.27414285714286,211.87485714285714,199.29198606271777,173.6780487804878,135.77351916376307,0.205,44.15748138866365,0.010045203415369162,0.005022601707684581,0.045705675539929685,0.09442491210447011,0.8448016072325465,0.010045203415369162,0.01858362631843295,0.08237066800602712,0.14691109994977397,0.7420894023103968,0.01757910597689603,0.08890005022601707,0.14741336012054243,0.23204419889502761,0.5140632847815169
Bombali Ghevda,26_aug4.jpg,Dataset_split/train\Bombali Ghevda\26_aug4.jpg,224.43014285714287,232.26457142857143,223.78,207.22671428571428,197.17134192570128,175.59363153904474,140.69977255496588,0.18842857142857142,47.20336385496492,0.023191328459793294,0.005797832114948324,0.03075371817494328,0.0673052684648349,0.8729518527854803,0.023191328459793294,0.013108142172926645,0.06327199395008823,0.11696496092765314,0.7834635744895387,0.029241240231913285,0.05949079909251324,0.1278043861860348,0.23166120494076128,0.5518023695487774
Bombali Ghevda,26_aug5.jpg,Dataset_split/train\Bombali Ghevda\26_aug5.jpg,232.53571428571428,239.38014285714286,231.90042857142856,217.80814285714285,196.839593114241,174.4773082942097,139.87245696400626,0.18257142857142858,47.04736771630645,0.015165301789505611,0.007279344858962694,0.05065210797694874,0.09311495298756445,0.8337882923870185,0.015165301789505611,0.022141340612678192,0.08158932362754019,0.14740673339399454,0.7336973005762815,0.022747952684258416,0.08947528055808311,0.13830755232029118,0.24537458295420078,0.5040946314831665
Bombali Ghevda,27.jpg,Dataset_split/train\Bombali Ghevda\27.jpg,132.4002857142857,137.4542857142857,131.93185714285715,121.55314285714286,176.97994269340975,157.56351480420247,125.83667621776505,0.14957142857142858,65.37271741328153,0.09786787836420832,0.0010485844110450892,0.03774903879762321,0.07864383082838168,0.7846906675987417,0.09821740650122335,0.01223348479552604,0.05802167074449493,0.1212862635442153,0.7102411744145404,0.10555749737853898,0.0576721426074799,0.12548060118839566,0.18874519398811604,0.5225445648374694
